,MAE,RMSE,R²,Accuracy (%)
Linear Regression,2.5169311723002066,3.537578610118686,0.8208020449926053,82.08020449926053
Random Forest,0.9773235422830819,1.7349983087051577,0.9568958622261332,95.68958622261331
Gradient Boosting,1.6848845148780125,2.281425617801667,0.9254695954852508,92.54695954852508
XGBoost,1.1812234414056415,1.7958184751291537,0.9538208727260025,95.38208727260024
