id;operation;admin0Name;admin0Pcode;admin1Name;admin1Pcode;admin2Name;admin2Pcode;numPresentIdpInd;reportingDate;yearReportingDate;monthReportingDate;roundNumber;assessmentType
450414;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Abu Karinka;SD05155;45046;2024-06-16T00:00:00;2024;6;5;BA
450424;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Ad Du'ayn;SD05142;199770;2024-06-16T00:00:00;2024;6;5;BA
450434;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Adila;SD05139;53737;2024-06-16T00:00:00;2024;6;5;BA
450444;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Al Firdous;SD05152;59700;2024-06-16T00:00:00;2024;6;5;BA
450454;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Assalaya;SD05163;25240;2024-06-16T00:00:00;2024;6;5;BA
450614;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Halfa Aj Jadeedah;SD11052;60325;2024-06-16T00:00:00;2024;6;5;BA
450464;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Bahr Al Arab;SD05160;67220;2024-06-16T00:00:00;2024;6;5;BA
450474;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Shia'ria;SD05148;190075;2024-06-16T00:00:00;2024;6;5;BA
450484;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Yassin;SD05165;79110;2024-06-16T00:00:00;2024;6;5;BA
450494;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Butanah;SD12073;18466;2024-06-16T00:00:00;2024;6;5;BA
450504;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Fao;SD12074;79702;2024-06-16T00:00:00;2024;6;5;BA
450514;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Fashaga;SD12075;53678;2024-06-16T00:00:00;2024;6;5;BA
450524;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Galabat Al Gharbyah - Kassab;SD12078;18265;2024-06-16T00:00:00;2024;6;5;BA
450534;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Mafaza;SD12082;89820;2024-06-16T00:00:00;2024;6;5;BA
450544;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Qureisha;SD12076;57710;2024-06-16T00:00:00;2024;6;5;BA
450554;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Ar Rahad;SD12084;64220;2024-06-16T00:00:00;2024;6;5;BA
450564;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Basundah;SD12077;49385;2024-06-16T00:00:00;2024;6;5;BA
450574;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Gala'a Al Nahal;SD12079;12202;2024-06-16T00:00:00;2024;6;5;BA
450584;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Galabat Ash-Shargiah;SD12083;53565;2024-06-16T00:00:00;2024;6;5;BA
450594;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Madeinat Al Gedaref;SD12080;133964;2024-06-16T00:00:00;2024;6;5;BA
450604;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Wasat Al Gedaref;SD12081;25648;2024-06-16T00:00:00;2024;6;5;BA
450605;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Wasat Al Gedaref;SD12081;25648;2024-07-03T00:00:00;2024;7;6;BA
450595;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Madeinat Al Gedaref;SD12080;133964;2024-07-03T00:00:00;2024;7;6;BA
450585;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Galabat Ash-Shargiah;SD12083;53565;2024-07-03T00:00:00;2024;7;6;BA
450575;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Gala'a Al Nahal;SD12079;12202;2024-07-03T00:00:00;2024;7;6;BA
450565;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Basundah;SD12077;51406;2024-07-03T00:00:00;2024;7;6;BA
450555;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Ar Rahad;SD12084;64220;2024-07-03T00:00:00;2024;7;6;BA
450545;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Qureisha;SD12076;57710;2024-07-03T00:00:00;2024;7;6;BA
450535;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Mafaza;SD12082;97820;2024-07-03T00:00:00;2024;7;6;BA
450525;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Galabat Al Gharbyah - Kassab;SD12078;18585;2024-07-03T00:00:00;2024;7;6;BA
450515;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Fashaga;SD12075;53678;2024-07-03T00:00:00;2024;7;6;BA
450505;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Fao;SD12074;79702;2024-07-03T00:00:00;2024;7;6;BA
450495;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Butanah;SD12073;20155;2024-07-03T00:00:00;2024;7;6;BA
450485;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Yassin;SD05165;79110;2024-07-03T00:00:00;2024;7;6;BA
450475;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Shia'ria;SD05148;192090;2024-07-03T00:00:00;2024;7;6;BA
450465;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Bahr Al Arab;SD05160;67220;2024-07-03T00:00:00;2024;7;6;BA
450615;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Halfa Aj Jadeedah;SD11052;60325;2024-07-03T00:00:00;2024;7;6;BA
450455;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Assalaya;SD05163;25240;2024-07-03T00:00:00;2024;7;6;BA
450445;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Al Firdous;SD05152;59700;2024-07-03T00:00:00;2024;7;6;BA
450435;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Adila;SD05139;53737;2024-07-03T00:00:00;2024;7;6;BA
450425;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Ad Du'ayn;SD05142;200270;2024-07-03T00:00:00;2024;7;6;BA
450415;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Abu Karinka;SD05155;45046;2024-07-03T00:00:00;2024;7;6;BA
450405;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Abu Jabrah;SD05140;43875;2024-07-03T00:00:00;2024;7;6;BA
450395;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Zalingi;SD06138;216688;2024-07-03T00:00:00;2024;7;6;BA
442679;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Wasat Jabal Marrah;SD06139;169210;2024-07-03T00:00:00;2024;7;6;BA
442669;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Wadi Salih;SD06137;85993;2024-07-03T00:00:00;2024;7;6;BA
442659;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Um Dukhun;SD06135;62030;2024-07-03T00:00:00;2024;7;6;BA
442649;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Shamal Jabal Marrah;SD06132;131357;2024-07-03T00:00:00;2024;7;6;BA
442639;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Mukjar;SD06130;28750;2024-07-03T00:00:00;2024;7;6;BA
442629;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Gharb Jabal Marrah;SD06131;82610;2024-07-03T00:00:00;2024;7;6;BA
442619;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Bendasi;SD06112;28525;2024-07-03T00:00:00;2024;7;6;BA
442609;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Azum;SD06110;67400;2024-07-03T00:00:00;2024;7;6;BA
442599;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;Wad Al Mahi;SD08110;9671;2024-07-03T00:00:00;2024;7;6;BA
442589;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;Geisan;SD08109;34059;2024-07-03T00:00:00;2024;7;6;BA
442579;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;Ed Damazine;SD08105;126167;2024-07-03T00:00:00;2024;7;6;BA
442569;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;Baw;SD08104;50471;2024-07-03T00:00:00;2024;7;6;BA
442559;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;At Tadamon - BN;SD08108;21640;2024-07-03T00:00:00;2024;7;6;BA
442549;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;Ar Rusayris;SD08107;55712;2024-07-03T00:00:00;2024;7;6;BA
442539;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;Al Kurmuk;SD08106;18121;2024-07-03T00:00:00;2024;7;6;BA
442529;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Um Algura;SD15032;33941;2024-07-03T00:00:00;2024;7;6;BA
442519;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Sharg Al Jazirah;SD15033;32763;2024-07-03T00:00:00;2024;7;6;BA
442509;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Medani Al Kubra;SD15030;20005;2024-07-03T00:00:00;2024;7;6;BA
442499;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Janub Al Jazirah;SD15031;25521;2024-07-03T00:00:00;2024;7;6;BA
442489;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Al Qurashi;SD15037;84123;2024-07-03T00:00:00;2024;7;6;BA
442479;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Al Manaqil;SD15036;78131;2024-07-03T00:00:00;2024;7;6;BA
442469;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Al Kamlin;SD15035;67437;2024-07-03T00:00:00;2024;7;6;BA
434779;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Um Rimta;SD09045;12315;2024-07-03T00:00:00;2024;7;6;BA
434769;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Tendalti;SD09048;19378;2024-07-03T00:00:00;2024;7;6;BA
434759;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Rabak;SD09046;143722;2024-07-03T00:00:00;2024;7;6;BA
434749;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Kosti;SD09047;159983;2024-07-03T00:00:00;2024;7;6;BA
434739;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Guli;SD09052;26377;2024-07-03T00:00:00;2024;7;6;BA
434729;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;As Salam / Ar Rawat;SD09049;54837;2024-07-03T00:00:00;2024;7;6;BA
434719;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Al Gitaina;SD09050;16970;2024-07-03T00:00:00;2024;7;6;BA
434709;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Aj Jabalain;SD09051;133362;2024-07-03T00:00:00;2024;7;6;BA
434699;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Ad Diwaim;SD09044;85184;2024-07-03T00:00:00;2024;7;6;BA
434689;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Wad Bandah;SD18029;6300;2024-07-03T00:00:00;2024;7;6;BA
434679;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Keilak;SD18085;13758;2024-07-03T00:00:00;2024;7;6;BA
434669;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Ghubaish;SD18021;13823;2024-07-03T00:00:00;2024;7;6;BA
434659;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Babanusa;SD18100;34417;2024-07-03T00:00:00;2024;7;6;BA
434649;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;As Sunut;SD18092;8359;2024-07-03T00:00:00;2024;7;6;BA
434639;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;As Salam - WK;SD18086;31416;2024-07-03T00:00:00;2024;7;6;BA
434629;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;An Nuhud;SD18022;46202;2024-07-03T00:00:00;2024;7;6;BA
434619;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Al Meiram;SD18106;8023;2024-07-03T00:00:00;2024;7;6;BA
434609;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Al Lagowa;SD18102;19972;2024-07-03T00:00:00;2024;7;6;BA
434599;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Al Khiwai;SD18105;9038;2024-07-03T00:00:00;2024;7;6;BA
434589;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Al Idia;SD18104;96705;2024-07-03T00:00:00;2024;7;6;BA
434579;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Al Dibab;SD18103;21146;2024-07-03T00:00:00;2024;7;6;BA
434569;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Abyei;SD18087;19629;2024-07-03T00:00:00;2024;7;6;BA
393933;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Al Lait;SD02169;13663;2024-07-03T00:00:00;2024;7;6;BA
434559;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Abu Zabad;SD18028;26261;2024-07-03T00:00:00;2024;7;6;BA
434553;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Al Hasahisa;SD15034;39576;2024-07-03T00:00:00;2024;7;6;BA
426287;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Sirba;SD04134;26225;2024-07-03T00:00:00;2024;7;6;BA
426277;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Kulbus;SD04127;44562;2024-07-03T00:00:00;2024;7;6;BA
426267;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Kereneik;SD04125;41790;2024-07-03T00:00:00;2024;7;6;BA
426257;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Jebel Moon;SD04123;70720;2024-07-03T00:00:00;2024;7;6;BA
426247;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Habila - WD;SD04122;28260;2024-07-03T00:00:00;2024;7;6;BA
426237;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Foro Baranga;SD04121;9710;2024-07-03T00:00:00;2024;7;6;BA
426227;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Beida;SD04111;3105;2024-07-03T00:00:00;2024;7;6;BA
426217;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Ag Geneina;SD04115;70495;2024-07-03T00:00:00;2024;7;6;BA
426207;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Talawdi;SD07089;10407;2024-07-03T00:00:00;2024;7;6;BA
426197;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Kadugli;SD07098;84600;2024-07-03T00:00:00;2024;7;6;BA
426187;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Habila - SK;SD07103;59211;2024-07-03T00:00:00;2024;7;6;BA
426177;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Ghadeer;SD07108;13458;2024-07-03T00:00:00;2024;7;6;BA
426167;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Dilling;SD07095;44297;2024-07-03T00:00:00;2024;7;6;BA
426157;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Delami;SD07107;4781;2024-07-03T00:00:00;2024;7;6;BA
426147;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;At Tadamon - SK;SD07106;2093;2024-07-03T00:00:00;2024;7;6;BA
426137;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Ar Reif Ash Shargi;SD07097;39030;2024-07-03T00:00:00;2024;7;6;BA
426127;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Ar Rashad;SD07093;22054;2024-07-03T00:00:00;2024;7;6;BA
426117;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Al Quoz;SD07094;8677;2024-07-03T00:00:00;2024;7;6;BA
426107;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Al Leri;SD07105;6641;2024-07-03T00:00:00;2024;7;6;BA
426097;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Abu Kershola;SD07104;26703;2024-07-03T00:00:00;2024;7;6;BA
426087;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Abu Jubayhah;SD07088;58100;2024-07-03T00:00:00;2024;7;6;BA
426077;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Abassiya;SD07090;62991;2024-07-03T00:00:00;2024;7;6;BA
418467;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Um Dafoug;SD03146;3835;2024-07-03T00:00:00;2024;7;6;BA
418457;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Tulus;SD03149;20775;2024-07-03T00:00:00;2024;7;6;BA
418447;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Sharg Aj Jabal;SD03147;42045;2024-07-03T00:00:00;2024;7;6;BA
418437;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Rehaid Albirdi;SD03158;30621;2024-07-03T00:00:00;2024;7;6;BA
418427;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Nyala Shimal;SD03164;327705;2024-07-03T00:00:00;2024;7;6;BA
418417;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Nyala Janoub;SD03167;78632;2024-07-03T00:00:00;2024;7;6;BA
418407;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Nitega;SD03151;28505;2024-07-03T00:00:00;2024;7;6;BA
418397;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Mershing;SD03145;80145;2024-07-03T00:00:00;2024;7;6;BA
418387;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Kubum;SD03157;9090;2024-07-03T00:00:00;2024;7;6;BA
418377;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Kateila;SD03159;43133;2024-07-03T00:00:00;2024;7;6;BA
418367;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Kas;SD03144;153958;2024-07-03T00:00:00;2024;7;6;BA
418357;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Gereida;SD03153;139642;2024-07-03T00:00:00;2024;7;6;BA
418347;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Ed Al Fursan;SD03143;33541;2024-07-03T00:00:00;2024;7;6;BA
418337;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Damso;SD03172;7370;2024-07-03T00:00:00;2024;7;6;BA
418327;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Buram;SD03161;194660;2024-07-03T00:00:00;2024;7;6;BA
418317;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Beliel;SD03162;473048;2024-07-03T00:00:00;2024;7;6;BA
418307;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;As Sunta;SD03156;100380;2024-07-03T00:00:00;2024;7;6;BA
418297;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;As Salam - SD;SD03166;16250;2024-07-03T00:00:00;2024;7;6;BA
418287;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Al Wihda;SD03150;3945;2024-07-03T00:00:00;2024;7;6;BA
418277;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Al Radoum;SD03141;37790;2024-07-03T00:00:00;2024;7;6;BA
418267;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Sinja;SD14043;76117;2024-07-03T00:00:00;2024;7;6;BA
418257;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Sharg Sennar;SD14042;56261;2024-07-03T00:00:00;2024;7;6;BA
418247;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Sennar;SD14038;146662;2024-07-03T00:00:00;2024;7;6;BA
410190;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;As Suki;SD14041;76275;2024-07-03T00:00:00;2024;7;6;BA
410180;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Ad Dinder;SD14040;65160;2024-07-03T00:00:00;2024;7;6;BA
410170;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Ad Dali;SD14039;64062;2024-07-03T00:00:00;2024;7;6;BA
410160;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Abu Hujar;SD14037;50273;2024-07-03T00:00:00;2024;7;6;BA
410150;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Shendi;SD16010;266545;2024-07-03T00:00:00;2024;7;6;BA
410140;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Barbar;SD16013;31649;2024-07-03T00:00:00;2024;7;6;BA
410130;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Atbara;SD16012;156069;2024-07-03T00:00:00;2024;7;6;BA
410120;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Al Matama;SD16009;107773;2024-07-03T00:00:00;2024;7;6;BA
410110;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Al Buhaira;SD16014;17265;2024-07-03T00:00:00;2024;7;6;BA
410100;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Ad Damar;SD16011;143830;2024-07-03T00:00:00;2024;7;6;BA
410090;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Abu Hamad;SD16008;47265;2024-07-03T00:00:00;2024;7;6;BA
410080;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Tawkar;SD10065;2415;2024-07-03T00:00:00;2024;7;6;BA
410070;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Sinkat;SD10071;7264;2024-07-03T00:00:00;2024;7;6;BA
410060;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Sawakin;SD10068;6987;2024-07-03T00:00:00;2024;7;6;BA
410050;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Port Sudan;SD10064;239573;2024-07-03T00:00:00;2024;7;6;BA
410040;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Jubayt Elma'aadin;SD10067;280;2024-07-03T00:00:00;2024;7;6;BA
410020;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Hala'ib;SD10066;490;2024-07-03T00:00:00;2024;7;6;BA
410030;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Haya;SD10070;2335;2024-07-03T00:00:00;2024;7;6;BA
410012;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Dordieb;SD10063;1595;2024-07-03T00:00:00;2024;7;6;BA
410002;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Al Ganab;SD10069;260;2024-07-03T00:00:00;2024;7;6;BA
409993;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Agig;SD10072;275;2024-07-03T00:00:00;2024;7;6;BA
409985;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Merwoe;SD17020;79388;2024-07-03T00:00:00;2024;7;6;BA
409975;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Halfa;SD17014;36214;2024-07-03T00:00:00;2024;7;6;BA
409965;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Dongola;SD17017;56350;2024-07-03T00:00:00;2024;7;6;BA
401758;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Delgo;SD17015;40375;2024-07-03T00:00:00;2024;7;6;BA
401748;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Al Golid;SD17018;60442;2024-07-03T00:00:00;2024;7;6;BA
401738;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Al Burgaig;SD17016;59772;2024-07-03T00:00:00;2024;7;6;BA
401728;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Ad Dabbah;SD17019;66310;2024-07-03T00:00:00;2024;7;6;BA
401718;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Um Rawaba;SD13023;41575;2024-07-03T00:00:00;2024;7;6;BA
401708;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Um Dam Haj Ahmed;SD13028;15156;2024-07-03T00:00:00;2024;7;6;BA
401698;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Soudari;SD13025;3968;2024-07-03T00:00:00;2024;7;6;BA
401688;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Sheikan;SD13024;45562;2024-07-03T00:00:00;2024;7;6;BA
401678;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Gharb Bara;SD13029;8097;2024-07-03T00:00:00;2024;7;6;BA
401668;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Gebrat Al Sheikh;SD13027;7418;2024-07-03T00:00:00;2024;7;6;BA
401658;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Bara;SD13026;32914;2024-07-03T00:00:00;2024;7;6;BA
401648;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Ar Rahad;SD13030;42037;2024-07-03T00:00:00;2024;7;6;BA
401638;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Um Kadadah;SD02136;38640;2024-07-03T00:00:00;2024;7;6;BA
401628;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Um Baru;SD02120;1360;2024-07-03T00:00:00;2024;7;6;BA
401618;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Tawila;SD02170;215994;2024-07-03T00:00:00;2024;7;6;BA
401608;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Saraf Omra;SD02133;65012;2024-07-03T00:00:00;2024;7;6;BA
401598;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Melit;SD02129;46779;2024-07-03T00:00:00;2024;7;6;BA
401588;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kutum;SD02128;155003;2024-07-03T00:00:00;2024;7;6;BA
