id;operation;admin0Name;admin0Pcode;admin1Name;admin1Pcode;admin2Name;admin2Pcode;numPresentIdpInd;reportingDate;yearReportingDate;monthReportingDate;roundNumber;assessmentType
393906;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Sharg An Neel;SD01004;9250;2023-08-31T00:00:00;2023;8;1;BA
393916;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Um Bada;SD01002;3170;2023-08-31T00:00:00;2023;8;1;BA
393926;Armed Clashes in Sudan (Overview);Sudan;SDN;Khartoum;SD01;Um Durman;SD01006;3980;2023-08-31T00:00:00;2023;8;1;BA
393938;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Al Malha;SD02117;3990;2023-08-31T00:00:00;2023;8;1;BA
393948;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;As Serief;SD02118;11546;2023-08-31T00:00:00;2023;8;1;BA
393958;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;At Tawisha;SD02119;350;2023-08-31T00:00:00;2023;8;1;BA
393968;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;At Tina;SD02171;4815;2023-08-31T00:00:00;2023;8;1;BA
401543;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Dar As Salam;SD02113;55166;2023-08-31T00:00:00;2023;8;1;BA
401553;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kebkabiya;SD02124;82445;2023-08-31T00:00:00;2023;8;1;BA
401563;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kelemando;SD02126;7818;2023-08-31T00:00:00;2023;8;1;BA
401573;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kernoi;SD02168;255;2023-08-31T00:00:00;2023;8;1;BA
401583;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Kutum;SD02128;114582;2023-08-31T00:00:00;2023;8;1;BA
401593;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Melit;SD02129;21554;2023-08-31T00:00:00;2023;8;1;BA
401603;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Saraf Omra;SD02133;78644;2023-08-31T00:00:00;2023;8;1;BA
401613;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Tawila;SD02170;107408;2023-08-31T00:00:00;2023;8;1;BA
401623;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Um Baru;SD02120;827;2023-08-31T00:00:00;2023;8;1;BA
401633;Armed Clashes in Sudan (Overview);Sudan;SDN;North Darfur;SD02;Um Kadadah;SD02136;750;2023-08-31T00:00:00;2023;8;1;BA
401643;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Ar Rahad;SD13030;30589;2023-08-31T00:00:00;2023;8;1;BA
401653;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Bara;SD13026;7868;2023-08-31T00:00:00;2023;8;1;BA
401663;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Gebrat Al Sheikh;SD13027;3518;2023-08-31T00:00:00;2023;8;1;BA
401673;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Gharb Bara;SD13029;5613;2023-08-31T00:00:00;2023;8;1;BA
401683;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Sheikan;SD13024;21299;2023-08-31T00:00:00;2023;8;1;BA
401693;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Soudari;SD13025;3630;2023-08-31T00:00:00;2023;8;1;BA
401703;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Um Dam Haj Ahmed;SD13028;7955;2023-08-31T00:00:00;2023;8;1;BA
401713;Armed Clashes in Sudan (Overview);Sudan;SDN;North Kordofan;SD13;Um Rawaba;SD13023;31628;2023-08-31T00:00:00;2023;8;1;BA
401723;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Ad Dabbah;SD17019;69600;2023-08-31T00:00:00;2023;8;1;BA
401733;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Al Burgaig;SD17016;44302;2023-08-31T00:00:00;2023;8;1;BA
401743;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Al Golid;SD17018;40310;2023-08-31T00:00:00;2023;8;1;BA
401753;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Delgo;SD17015;44760;2023-08-31T00:00:00;2023;8;1;BA
401763;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Dongola;SD17017;50051;2023-08-31T00:00:00;2023;8;1;BA
409970;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Halfa;SD17014;52205;2023-08-31T00:00:00;2023;8;1;BA
409980;Armed Clashes in Sudan (Overview);Sudan;SDN;Northern;SD17;Merwoe;SD17020;67443;2023-08-31T00:00:00;2023;8;1;BA
410007;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Dordieb;SD10063;325;2023-08-31T00:00:00;2023;8;1;BA
410025;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Haya;SD10070;2075;2023-08-31T00:00:00;2023;8;1;BA
410035;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Jubayt Elma'aadin;SD10067;100;2023-08-31T00:00:00;2023;8;1;BA
410045;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Port Sudan;SD10064;114235;2023-08-31T00:00:00;2023;8;1;BA
410055;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Sawakin;SD10068;1790;2023-08-31T00:00:00;2023;8;1;BA
410065;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Sinkat;SD10071;2687;2023-08-31T00:00:00;2023;8;1;BA
410075;Armed Clashes in Sudan (Overview);Sudan;SDN;Red Sea;SD10;Tawkar;SD10065;2350;2023-08-31T00:00:00;2023;8;1;BA
410085;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Abu Hamad;SD16008;28100;2023-08-31T00:00:00;2023;8;1;BA
410095;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Ad Damar;SD16011;109903;2023-08-31T00:00:00;2023;8;1;BA
410105;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Al Buhaira;SD16014;31152;2023-08-31T00:00:00;2023;8;1;BA
410115;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Al Matama;SD16009;95866;2023-08-31T00:00:00;2023;8;1;BA
410125;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Atbara;SD16012;102115;2023-08-31T00:00:00;2023;8;1;BA
410135;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Barbar;SD16013;48606;2023-08-31T00:00:00;2023;8;1;BA
410145;Armed Clashes in Sudan (Overview);Sudan;SDN;River Nile;SD16;Shendi;SD16010;100000;2023-08-31T00:00:00;2023;8;1;BA
410155;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Abu Hujar;SD14037;53196;2023-08-31T00:00:00;2023;8;1;BA
410165;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Ad Dali;SD14039;35929;2023-08-31T00:00:00;2023;8;1;BA
410175;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Ad Dinder;SD14040;56966;2023-08-31T00:00:00;2023;8;1;BA
410185;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;As Suki;SD14041;62584;2023-08-31T00:00:00;2023;8;1;BA
410195;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Sennar;SD14038;50774;2023-08-31T00:00:00;2023;8;1;BA
418252;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Sharg Sennar;SD14042;37050;2023-08-31T00:00:00;2023;8;1;BA
418262;Armed Clashes in Sudan (Overview);Sudan;SDN;Sennar;SD14;Sinja;SD14043;49883;2023-08-31T00:00:00;2023;8;1;BA
418272;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Al Radoum;SD03141;34870;2023-08-31T00:00:00;2023;8;1;BA
418282;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Al Wihda;SD03150;8405;2023-08-31T00:00:00;2023;8;1;BA
418292;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;As Salam - SD;SD03166;11130;2023-08-31T00:00:00;2023;8;1;BA
418302;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;As Sunta;SD03156;4950;2023-08-31T00:00:00;2023;8;1;BA
418312;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Beliel;SD03162;432976;2023-08-31T00:00:00;2023;8;1;BA
418322;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Buram;SD03161;42971;2023-08-31T00:00:00;2023;8;1;BA
418332;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Damso;SD03172;5187;2023-08-31T00:00:00;2023;8;1;BA
418342;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Ed Al Fursan;SD03143;3610;2023-08-31T00:00:00;2023;8;1;BA
418352;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Gereida;SD03153;136232;2023-08-31T00:00:00;2023;8;1;BA
418362;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Kas;SD03144;128069;2023-08-31T00:00:00;2023;8;1;BA
418372;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Kateila;SD03159;10917;2023-08-31T00:00:00;2023;8;1;BA
418382;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Kubum;SD03157;3732;2023-08-31T00:00:00;2023;8;1;BA
418392;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Mershing;SD03145;52848;2023-08-31T00:00:00;2023;8;1;BA
418402;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Nitega;SD03151;22958;2023-08-31T00:00:00;2023;8;1;BA
418412;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Nyala Janoub;SD03167;129389;2023-08-31T00:00:00;2023;8;1;BA
418422;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Nyala Shimal;SD03164;305428;2023-08-31T00:00:00;2023;8;1;BA
418432;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Rehaid Albirdi;SD03158;6950;2023-08-31T00:00:00;2023;8;1;BA
418442;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Sharg Aj Jabal;SD03147;3824;2023-08-31T00:00:00;2023;8;1;BA
418452;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Tulus;SD03149;3757;2023-08-31T00:00:00;2023;8;1;BA
418462;Armed Clashes in Sudan (Overview);Sudan;SDN;South Darfur;SD03;Um Dafoug;SD03146;937;2023-08-31T00:00:00;2023;8;1;BA
426072;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Abassiya;SD07090;33213;2023-08-31T00:00:00;2023;8;1;BA
426082;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Abu Jubayhah;SD07088;51250;2023-08-31T00:00:00;2023;8;1;BA
426092;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Abu Kershola;SD07104;21442;2023-08-31T00:00:00;2023;8;1;BA
426102;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Al Leri;SD07105;5651;2023-08-31T00:00:00;2023;8;1;BA
426112;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Al Quoz;SD07094;5092;2023-08-31T00:00:00;2023;8;1;BA
426122;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Ar Rashad;SD07093;20189;2023-08-31T00:00:00;2023;8;1;BA
426132;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Ar Reif Ash Shargi;SD07097;21147;2023-08-31T00:00:00;2023;8;1;BA
426142;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;At Tadamon - SK;SD07106;1994;2023-08-31T00:00:00;2023;8;1;BA
426152;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Delami;SD07107;4066;2023-08-31T00:00:00;2023;8;1;BA
426162;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Dilling;SD07095;40105;2023-08-31T00:00:00;2023;8;1;BA
426172;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Ghadeer;SD07108;15554;2023-08-31T00:00:00;2023;8;1;BA
426182;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Habila - SK;SD07103;7213;2023-08-31T00:00:00;2023;8;1;BA
426192;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Kadugli;SD07098;72742;2023-08-31T00:00:00;2023;8;1;BA
426202;Armed Clashes in Sudan (Overview);Sudan;SDN;South Kordofan;SD07;Talawdi;SD07089;16353;2023-08-31T00:00:00;2023;8;1;BA
426212;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Ag Geneina;SD04115;16088;2023-08-31T00:00:00;2023;8;1;BA
426222;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Beida;SD04111;25648;2023-08-31T00:00:00;2023;8;1;BA
426232;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Foro Baranga;SD04121;7810;2023-08-31T00:00:00;2023;8;1;BA
426242;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Habila - WD;SD04122;40567;2023-08-31T00:00:00;2023;8;1;BA
426252;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Jebel Moon;SD04123;51295;2023-08-31T00:00:00;2023;8;1;BA
426262;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Kereneik;SD04125;38403;2023-08-31T00:00:00;2023;8;1;BA
426272;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Kulbus;SD04127;38373;2023-08-31T00:00:00;2023;8;1;BA
426282;Armed Clashes in Sudan (Overview);Sudan;SDN;West Darfur;SD04;Sirba;SD04134;3564;2023-08-31T00:00:00;2023;8;1;BA
434548;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Al Hasahisa;SD15034;21980;2023-08-31T00:00:00;2023;8;1;BA
434564;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Abyei;SD18087;18772;2023-08-31T00:00:00;2023;8;1;BA
434574;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Al Dibab;SD18103;8230;2023-08-31T00:00:00;2023;8;1;BA
434584;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Al Idia;SD18104;31158;2023-08-31T00:00:00;2023;8;1;BA
434594;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Al Khiwai;SD18105;4108;2023-08-31T00:00:00;2023;8;1;BA
434604;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Al Lagowa;SD18102;21876;2023-08-31T00:00:00;2023;8;1;BA
434614;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Al Meiram;SD18106;4362;2023-08-31T00:00:00;2023;8;1;BA
434624;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;An Nuhud;SD18022;35968;2023-08-31T00:00:00;2023;8;1;BA
434634;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;As Salam - WK;SD18086;17906;2023-08-31T00:00:00;2023;8;1;BA
434644;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;As Sunut;SD18092;7189;2023-08-31T00:00:00;2023;8;1;BA
434654;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Babanusa;SD18100;14214;2023-08-31T00:00:00;2023;8;1;BA
434664;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Ghubaish;SD18021;12124;2023-08-31T00:00:00;2023;8;1;BA
434674;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Keilak;SD18085;11730;2023-08-31T00:00:00;2023;8;1;BA
434684;Armed Clashes in Sudan (Overview);Sudan;SDN;West Kordofan;SD18;Wad Bandah;SD18029;4603;2023-08-31T00:00:00;2023;8;1;BA
434694;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Ad Diwaim;SD09044;70232;2023-08-31T00:00:00;2023;8;1;BA
434704;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Aj Jabalain;SD09051;92993;2023-08-31T00:00:00;2023;8;1;BA
434714;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Al Gitaina;SD09050;29922;2023-08-31T00:00:00;2023;8;1;BA
434724;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;As Salam / Ar Rawat;SD09049;50395;2023-08-31T00:00:00;2023;8;1;BA
434734;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Guli;SD09052;4085;2023-08-31T00:00:00;2023;8;1;BA
434744;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Kosti;SD09047;21256;2023-08-31T00:00:00;2023;8;1;BA
434754;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Rabak;SD09046;21720;2023-08-31T00:00:00;2023;8;1;BA
434764;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Tendalti;SD09048;19986;2023-08-31T00:00:00;2023;8;1;BA
434774;Armed Clashes in Sudan (Overview);Sudan;SDN;White Nile;SD09;Um Rimta;SD09045;20065;2023-08-31T00:00:00;2023;8;1;BA
442464;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Al Kamlin;SD15035;72235;2023-08-31T00:00:00;2023;8;1;BA
442474;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Al Manaqil;SD15036;29680;2023-08-31T00:00:00;2023;8;1;BA
442484;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Al Qurashi;SD15037;9110;2023-08-31T00:00:00;2023;8;1;BA
442494;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Janub Al Jazirah;SD15031;21966;2023-08-31T00:00:00;2023;8;1;BA
442504;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Medani Al Kubra;SD15030;57694;2023-08-31T00:00:00;2023;8;1;BA
442514;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Sharg Al Jazirah;SD15033;14210;2023-08-31T00:00:00;2023;8;1;BA
442524;Armed Clashes in Sudan (Overview);Sudan;SDN;Aj Jazirah;SD15;Um Algura;SD15032;43029;2023-08-31T00:00:00;2023;8;1;BA
442534;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;Al Kurmuk;SD08106;19116;2023-08-31T00:00:00;2023;8;1;BA
442544;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;Ar Rusayris;SD08107;32755;2023-08-31T00:00:00;2023;8;1;BA
442554;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;At Tadamon - BN;SD08108;16752;2023-08-31T00:00:00;2023;8;1;BA
442564;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;Baw;SD08104;41256;2023-08-31T00:00:00;2023;8;1;BA
442574;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;Ed Damazine;SD08105;49284;2023-08-31T00:00:00;2023;8;1;BA
442584;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;Geisan;SD08109;29421;2023-08-31T00:00:00;2023;8;1;BA
442594;Armed Clashes in Sudan (Overview);Sudan;SDN;Blue Nile;SD08;Wad Al Mahi;SD08110;7801;2023-08-31T00:00:00;2023;8;1;BA
442604;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Azum;SD06110;75900;2023-08-31T00:00:00;2023;8;1;BA
442614;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Bendasi;SD06112;29435;2023-08-31T00:00:00;2023;8;1;BA
442624;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Gharb Jabal Marrah;SD06131;42700;2023-08-31T00:00:00;2023;8;1;BA
442634;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Mukjar;SD06130;25730;2023-08-31T00:00:00;2023;8;1;BA
442644;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Shamal Jabal Marrah;SD06132;111818;2023-08-31T00:00:00;2023;8;1;BA
442654;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Um Dukhun;SD06135;50328;2023-08-31T00:00:00;2023;8;1;BA
442664;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Wadi Salih;SD06137;54306;2023-08-31T00:00:00;2023;8;1;BA
442674;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Wasat Jabal Marrah;SD06139;84830;2023-08-31T00:00:00;2023;8;1;BA
442684;Armed Clashes in Sudan (Overview);Sudan;SDN;Central Darfur;SD06;Zalingi;SD06138;268763;2023-08-31T00:00:00;2023;8;1;BA
450400;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Abu Jabrah;SD05140;40760;2023-08-31T00:00:00;2023;8;1;BA
450410;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Abu Karinka;SD05155;34056;2023-08-31T00:00:00;2023;8;1;BA
450420;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Ad Du'ayn;SD05142;154785;2023-08-31T00:00:00;2023;8;1;BA
450430;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Adila;SD05139;49822;2023-08-31T00:00:00;2023;8;1;BA
450440;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Al Firdous;SD05152;41320;2023-08-31T00:00:00;2023;8;1;BA
450450;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Assalaya;SD05163;5610;2023-08-31T00:00:00;2023;8;1;BA
450610;Armed Clashes in Sudan (Overview);Sudan;SDN;Kassala;SD11;Halfa Aj Jadeedah;SD11052;32370;2023-08-31T00:00:00;2023;8;1;BA
450460;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Bahr Al Arab;SD05160;49920;2023-08-31T00:00:00;2023;8;1;BA
450470;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Shia'ria;SD05148;77325;2023-08-31T00:00:00;2023;8;1;BA
450480;Armed Clashes in Sudan (Overview);Sudan;SDN;East Darfur;SD05;Yassin;SD05165;65122;2023-08-31T00:00:00;2023;8;1;BA
450490;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Butanah;SD12073;2966;2023-08-31T00:00:00;2023;8;1;BA
450500;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Fao;SD12074;11951;2023-08-31T00:00:00;2023;8;1;BA
450510;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Fashaga;SD12075;13130;2023-08-31T00:00:00;2023;8;1;BA
450520;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Galabat Al Gharbyah - Kassab;SD12078;8355;2023-08-31T00:00:00;2023;8;1;BA
450530;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Mafaza;SD12082;17800;2023-08-31T00:00:00;2023;8;1;BA
450540;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Al Qureisha;SD12076;18745;2023-08-31T00:00:00;2023;8;1;BA
450550;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Ar Rahad;SD12084;36565;2023-08-31T00:00:00;2023;8;1;BA
450560;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Basundah;SD12077;27530;2023-08-31T00:00:00;2023;8;1;BA
450570;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Gala'a Al Nahal;SD12079;12202;2023-08-31T00:00:00;2023;8;1;BA
450580;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Galabat Ash-Shargiah;SD12083;27925;2023-08-31T00:00:00;2023;8;1;BA
450590;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Madeinat Al Gedaref;SD12080;72355;2023-08-31T00:00:00;2023;8;1;BA
450600;Armed Clashes in Sudan (Overview);Sudan;SDN;Gedaref;SD12;Wasat Al Gedaref;SD12081;18325;2023-08-31T00:00:00;2023;8;1;BA
